mes,region,cliente_id,perfil,categoria,subcategoria,ingreso_mxn
2026-02,Norte,CLI-007,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,108.07
2026-03,Norte,CLI-007,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,132.6
2026-04,Norte,CLI-007,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,107.77
2026-05,Norte,CLI-007,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,107.37
2026-06,Norte,CLI-007,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,127.7
2026-08,Norte,CLI-007,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,95.42
2025-01,Norte,CLI-007,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,297.71
2025-02,Norte,CLI-007,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,279.8
2025-03,Norte,CLI-007,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,339.69
2025-05,Norte,CLI-007,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,322.46
2025-06,Norte,CLI-007,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,288.86
2025-07,Norte,CLI-007,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,316.2
2025-08,Norte,CLI-007,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,298.46
2025-09,Norte,CLI-007,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,352.71
2025-11,Norte,CLI-007,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,293.58
2025-12,Norte,CLI-007,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,339.73
2026-02,Norte,CLI-007,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,331.58
2026-04,Norte,CLI-007,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,357.57
2026-06,Norte,CLI-007,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,300.13
2026-07,Norte,CLI-007,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,389.67
2026-08,Norte,CLI-007,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,320.06
2025-01,Norte,CLI-007,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,127.78
2025-02,Norte,CLI-007,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,163.01
2025-05,Norte,CLI-007,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,142.84
2025-06,Norte,CLI-007,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,162.22
2025-07,Norte,CLI-007,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,135.9
2025-08,Norte,CLI-007,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,142.17
2025-09,Norte,CLI-007,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,121.95
2025-10,Norte,CLI-007,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,141.51
2025-11,Norte,CLI-007,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,162.38
2026-01,Norte,CLI-007,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,118.54
2026-04,Norte,CLI-007,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,149.23
2026-05,Norte,CLI-007,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,151.83
2026-06,Norte,CLI-007,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,138.67
2026-08,Norte,CLI-007,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,122.74
2025-01,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,331.19
2025-02,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,256.88
2025-03,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,308.9
2025-04,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,208.26
2025-05,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,300.6
2025-06,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,273.57
2025-08,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,252.8
2025-09,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,285.12
2025-10,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,244.26
2025-12,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,260.89
2026-03,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,260.58
2026-05,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,329.63
2026-07,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,311.71
2026-08,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,303.19
2025-01,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,316.68
2025-02,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,310.25
2025-03,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,259.96
2025-04,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,353.46
2025-06,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,400.13
2025-08,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,351.84
2025-09,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,402.54
2025-10,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,418.44
2025-11,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,405.06
2026-02,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,471.86
2026-03,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,439.69
2026-06,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,507.75
2026-08,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Premium,Premium Oficina,331.74
2025-01,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,329.44
2025-02,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,387.81
2025-04,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,332.46
2025-05,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,293.67
2025-06,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,407.26
2025-07,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,343.84
2025-08,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,336.12
2025-09,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,329.13
2025-10,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,328.77
2025-11,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,331.43
2025-12,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,325.64
2026-03,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,364.37
2026-04,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,309.77
2026-05,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,276.25
2026-06,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,311.01
2026-07,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,357.72
2026-08,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,198.08
2025-01,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,149.81
2025-02,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,197.13
2025-03,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,174.01
2025-05,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,186.61
2025-06,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,171.94
2025-08,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,229.36
2025-09,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,181.6
2025-10,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,216.78
2025-11,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,173.5
2025-12,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,186.29
2026-01,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,185.12
2026-03,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,191.38
2026-04,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,194.81
2026-07,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,155.85
2026-08,Sureste,CLI-008,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,169.82
2025-01,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,282.19
2025-02,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,256.18
2025-03,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,296.39
2025-04,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,278.78
2025-05,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,225.21
2025-07,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,324.64
2025-08,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,222.38
2025-09,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,223.49
2025-10,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,217.81
2026-01,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,267.15
2026-02,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,200.7
2026-03,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,273.77
2026-06,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,255.82
2026-07,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Básica,236.14
2025-02,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,251.19
2025-03,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,183.35
2025-04,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,217.75
2025-06,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,171.55
2025-08,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,258.16
2025-09,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,206.0
2025-10,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,202.25
2025-11,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,251.55
2026-01,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,264.55
2026-02,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,185.14
2026-04,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,240.97
2026-05,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,201.34
2026-06,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Económica,Económica Promocional,218.22
2025-01,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,118.23
2025-02,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,135.32
2025-03,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,140.1
2025-04,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,139.52
2025-07,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,132.28
2025-08,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,140.51
2025-09,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,169.04
2025-11,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,163.86
2025-12,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,200.85
2026-01,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,165.98
2026-02,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,141.66
2026-03,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,146.02
2026-04,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,192.02
2026-05,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,201.41
2026-06,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Servicios postventa,Soporte y Mantenimiento,194.62
2025-01,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,352.14
2025-02,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,335.42
2025-03,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,271.29
2025-05,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,394.12
2025-06,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,354.91
2025-07,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,297.69
2025-09,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,329.55
2025-10,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,354.92
2025-11,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,301.67
2025-12,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,401.9
2026-02,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,388.87
2026-04,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,318.18
2026-05,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,327.56
2026-06,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,416.46
2026-07,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,358.35
2026-08,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Retail,345.13
2025-01,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,504.76
2025-02,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,500.04
2025-03,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,417.3
2025-04,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,347.35
2025-05,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,417.85
2025-08,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,381.44
2025-11,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,391.33
2026-03,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,446.69
2026-05,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,424.58
2026-06,Occidente,CLI-009,Recurrente (bajo volumen / alta frecuencia),Línea Estándar,Estándar Mayoreo,455.61
